35.450332203684034,-118.91241156620853
35.450557519118,-118.91252927677532
35.45057998503662,-118.91247692481566
35.45035498368299,-118.91233939045419
35.45037755422531,-118.91228043059687
35.45060806740409,-118.91241148482409
35.45063625444914,-118.91233943679521
35.45040033414808,-118.91220825476196
35.450428521069064,-118.9121362068384
35.45065362737339,-118.91226713278724
35.45067630259113,-118.91220156469959
35.45042977744207,-118.91205691114315
35.450457650198274,-118.9120046870688
35.450639290932756,-118.91214780505354
35.45066175669051,-118.91209545292813
35.45049082528342,-118.91195919887977
35.45051901206053,-118.91188715078312
35.45068411773073,-118.91204970876848
35.45070117640712,-118.91199722863954
35.45054158238895,-118.91182819067151
35.45057995508942,-118.91179604626832
35.45073456087306,-118.91193852431455
35.45075692185618,-118.9118927800684
35.450721375604004,-118.91174650850758
